Phylum/broader classification,Order,Family,Genera,Species,LTU,Cruise Number,Date,Site,Tow Type,Tow #,Net #,Sample #,n,Label,Start Depth,End Depth,Depth Filtered,Volume Filtered,Corrected Volume Filtered,"Volume Filtered/10,000m3","n/10,000 m3","n/10,000m2",Mass (g),Mass Correction Factor,Corrected Mass (g),"g/10,000 m3","g/10,000m2",ETP Endemic?,Preservative,Broad Classification,Micronekton?,Jar Size,Comments
Arthropoda,Leptostraca,Neballidae,Nebalia,sp.,Nebalia sp.,DG5C,2021-10-22,CTA,Deep,D28,4,855,1,DG5C_M10_D28_4_855_Nebalia sp.,1996.6,1498.7,497.9,45694.2,45694.2,4.56942,0.218846156,108.9635008,0.15,1.00,0.15,0.032826923,16.34452513,,ETOH,Crustacea,Yes,VIAL,Lost by FedEx/not IDed by Tammy
Arthropoda,Lophogastrida,Eucopiidae,Eucopia,sculpticauda,Eucopia sculpticauda,DG5C,2021-10-22,CTA,Deep,D28,4,856,1,DG5C_M10_D28_4_856_Eucopia sculpticauda,1996.6,1498.7,497.9,45694.2,45694.2,4.56942,0.218846156,108.9635008,0.19,1.39,0.27,0.059027936,29.39000923,,,Crustacea,Yes,,
Arthropoda,Lophogastrida,Eucopiidae,Eucopia,sp.,Eucopia sp.,DG5C,2021-10-22,CTA,Deep,D28,4,856,1,DG5C_M10_D28_4_856_Eucopia sp.,1996.6,1498.7,497.9,45694.2,45694.2,4.56942,0.218846156,108.9635008,0.02,1.39,0.03,0.006998157,3.484382537,,,Crustacea,Yes,,
Arthropoda,Amphipoda,Lanceolidae,Lanceolidae,gen.sp.,Lanceolidae gen.sp.,DG5C,2021-10-22,CTA,Deep,D28,4,858,9,DG5C_M10_D28_4_858_Lanceolidae gen.sp.,1996.6,1498.7,497.9,45694.2,45694.2,4.56942,1.9696154,980.6715075,2.35,1.00,2.35,0.514288465,256.064227,,ETOH,Crustacea,YN,SCINT,
Arthropoda,Myodocopida,Cypridiinidae,Gigantocypris,sp.,Gigantocypris sp.,DG5C,2021-10-22,CTA,Deep,D28,4,859,8,DG5C_M10_D28_4_859_Gigantocypris sp.,1996.6,1498.7,497.9,45694.2,45694.2,4.56942,1.750769244,871.7080067,3.20,1.00,3.20,0.700307698,348.6832027,,ETOH,Crustacea,YN,SCINT,1 looks different than the others! 
Chordata,Myctophiformes,Neoscopelidae,Scopelengys,tristis,Scopelengys tristis,DG5C,2021-10-22,CTA,Deep,D28,5,861,7,DG5C_M10_D28_5_861_Scopelengys tristis,1498.7,1.5,1497.2,58231.2,58231.2,5.82312,1.202104714,1799.791177,134.50,1.74,234.46,40.26370841,60282.82423,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Melamphaidae,gen. sp.,Melamphaidae gen. sp.,DG5C,2021-10-22,CTA,Deep,D28,5,862,1,DG5C_M10_D28_5_862_Melamphaidae gen. sp.,1498.7,1.5,1497.2,58231.2,58231.2,5.82312,0.171729245,257.1130253,0.21,1.94,0.41,0.069945563,104.7224965,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopeloberyx,malayanus,Scopeloberyx malayanus,DG5C,2021-10-22,CTA,Deep,D28,5,862,1,DG5C_M10_D28_5_862_Scopeloberyx malayanus,1498.7,1.5,1497.2,58231.2,58231.2,5.82312,0.171729245,257.1130253,3.51,1.94,6.81,1.16909012,1750.361728,Yes,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Melamphaes,macrocephalus,Melamphaes macrocephalus,DG5C,2021-10-22,CTA,Deep,D28,5,862,18,DG5C_M10_D28_5_862_Melamphaes macrocephalus,1498.7,1.5,1497.2,58231.2,58231.2,5.82312,3.091126406,4628.034456,8.94,1.94,17.34,2.977682528,4458.186281,Maybe,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopelogadus,bispinosus,Scopelogadus bispinosus,DG5C,2021-10-22,CTA,Deep,D28,5,862,6,DG5C_M10_D28_5_862_Scopelogadus bispinosus,1498.7,1.5,1497.2,58231.2,58231.2,5.82312,1.030375469,1542.678152,0.31,1.94,0.60,0.103252974,154.590352,CD,,Fish,Yes,,
Chordata,Myctophiformes,Neoscopelidae,Scopelengys,tristis,Scopelengys tristis,DG5C,2021-10-22,CTA,Deep,D28,0,864,2,DG5C_M10_D28_0_864_Scopelengys tristis,0,4181,4181,136314.8,136314.8,13.63148,0.146719212,613.4330241,14.55,1.74,25.36,1.86066081,7779.422846,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Melamphaidae,gen. sp.,Melamphaidae gen. sp.,DG5C,2021-10-22,CTA,Deep,D28,0,865,2,DG5C_M10_D28_0_865_Melamphaidae gen. sp.,0,4181,4181,136314.8,136314.8,13.63148,0.146719212,613.4330241,0.45,1.94,0.87,0.064027437,267.6987137,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopeloberyx,malayanus,Scopeloberyx malayanus,DG5C,2021-10-22,CTA,Deep,D28,0,865,16,DG5C_M10_D28_0_865_Scopeloberyx malayanus,0,4181,4181,136314.8,136314.8,13.63148,1.173753694,4907.464193,0.85,1.94,1.65,0.120940714,505.6531258,CD,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopeloberyx,robustus,Scopeloberyx robustus,DG5C,2021-10-22,CTA,Deep,D28,0,865,1,DG5C_M10_D28_0_865_Scopeloberyx robustus,0,4181,4181,136314.8,136314.8,13.63148,0.073359606,306.7165121,5.01,1.94,9.72,0.712838797,2980.379012,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopelogadus,bispinosus,Scopelogadus bispinosus,DG5C,2021-10-22,CTA,Deep,D28,0,865,29,DG5C_M10_D28_0_865_Scopelogadus bispinosus,0,4181,4181,136314.8,136314.8,13.63148,2.12742857,8894.77885,16.59,1.94,32.18,2.360478174,9869.159244,Maybe,,Fish,Yes,,
Arthropoda,Myodocopida,Cypridiinidae,Gigantocypris,sp.,Gigantocypris sp.,DG5C,2021-10-22,CTA,Deep,D28,3,867,1,DG5C_M10_D28_3_867_Gigantocypris sp.,2999.5,1996.6,1002.9,59968.2,59968.2,5.99682,0.166755047,167.2386365,1.20,1.00,1.20,0.200106056,200.6863638,,ETOH,Crustacea,YN,2,
Chordata,Saccopharyngiformes,Cyematidae,Cyema,atrum,Cyema atrum,DG5C,2021-10-23,CTA,Deep,D29,3,868,1,DG5C_M10_D29_3_868_Cyema atrum,2999.6,2001.6,998,58199.6,58199.6,5.81996,0.171822487,171.4788418,1.94,2.71,5.25,0.902068055,900.2639193,No,,Fish,Yes,,
Arthropoda,Decapoda,Penaeidae,Penaeidae,gen. sp.,Penaeidae gen. sp.,DG5C,2021-10-23,CTA,Deep,D29,3,869,1,DG5C_M10_D29_3_869_Penaeidae gen. sp.,2999.6,2001.6,998,58199.6,58199.6,5.81996,0.171822487,171.4788418,5.60,1.37,7.67,1.317765056,1315.129526,,ETOH,Crustacea,Yes,4,Lost by FedEx
Chordata,Beryciformes,Melamphaidae,Scopeloberyx,robustus,Scopeloberyx robustus,DG5C,2021-10-23,CTA,Deep,D29,3,870,1,DG5C_M10_D29_3_870_Scopeloberyx robustus,2999.6,2001.6,998,58199.6,58199.6,5.81996,0.171822487,171.4788418,6.29,1.94,12.20,2.09617366,2091.981312,No,,Fish,Yes,,
Arthropoda,Euphausiacea,Bentheuphausiidae,Bentheuphausia,amblyops,Bentheuphausia amblyops,DG5C,2021-10-23,CTA,Deep,D29,3,871,3,DG5C_M10_D29_3_871_Bentheuphausia amblyops,2999.6,2001.6,998,58199.6,58199.6,5.81996,0.51546746,514.4365253,0.55,1.00,0.55,0.094502368,94.31336298,,ETOH,Euphausiid,YN,SCINT,
Arthropoda,Mysida,,Mysida,fam. gen. sp.,Mysida fam. gen. sp.,DG5C,2021-10-23,CTA,Deep,D29,3,872,6,DG5C_M10_D29_3_872_Mysida fam. gen. sp.,2999.6,2001.6,998,58199.6,58199.6,5.81996,1.030934921,1028.873051,2.55,1.44,3.67,0.630375098,629.1143475,,ETOH,Crustacea,Yes,2,Lost by FedEx
Arthropoda,Myodocopida,Cypridiinidae,Gigantocypris,sp.,Gigantocypris sp.,DG5C,2021-10-23,CTA,Deep,D29,3,875,7,DG5C_M10_D29_3_875_Gigantocypris sp.,2999.6,2001.6,998,58199.6,58199.6,5.81996,1.202757407,1200.351892,2.20,1.00,2.20,0.378009471,377.2534519,,ETOH,Crustacea,YN,SCINT,
Arthropoda,Amphipoda,Lanceolidae,Lanceolidae,gen.sp.,Lanceolidae gen.sp.,DG5C,2021-10-23,CTA,Deep,D29,3,876,11,DG5C_M10_D29_3_876_Lanceolidae gen.sp.,2999.6,2001.6,998,58199.6,58199.6,5.81996,1.890047354,1886.26726,0.85,1.00,0.85,0.146049114,145.7570155,,ETOH,Crustacea,YN,SCINT,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,acclinidens,Cyclothone acclinidens,DG5C,2021-10-23,CTA,Deep,D29,4,878,1,DG5C_M10_D29_4_878_Cyclothone acclinidens,2001.6,1497.4,504.2,48189.1,48189.1,4.81891,0.207515808,104.6294701,0.04,2.18,0.09,0.018079907,9.115888884,No,,Fish,Yes,,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,obscura,Cyclothone obscura,DG5C,2021-10-23,CTA,Deep,D29,4,878,2,DG5C_M10_D29_4_878_Cyclothone obscura,2001.6,1497.4,504.2,48189.1,48189.1,4.81891,0.415031615,209.2589403,1.53,2.18,3.33,0.691556426,348.6827498,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Poromitra,oscitans,Poromitra oscitans,DG5C,2021-10-23,CTA,Deep,D29,4,879,1,DG5C_M10_D29_4_879_Poromitra oscitans,2001.6,1497.4,504.2,48189.1,48189.1,4.81891,0.207515808,104.6294701,2.44,1.94,4.73,0.982059101,495.1541988,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopelogadus,bispinosus,Scopelogadus bispinosus,DG5C,2021-10-23,CTA,Deep,D29,4,879,6,DG5C_M10_D29_4_879_Scopelogadus bispinosus,2001.6,1497.4,504.2,48189.1,48189.1,4.81891,1.245094845,627.7768209,4.95,1.94,9.60,1.992292029,1004.513641,Maybe,,Fish,Yes,,"DG5B 879 is 2.76 and has two, cleaned field data says only one and not 6, mass is from cleaned field data "
Chordata,Lophiiformes,,Lophiiformes,fam. gen. sp.,Lophiiformes fam. gen. sp.,DG5C,2021-10-23,CTA,Deep,D29,4,880,1,DG5C_M10_D29_4_880_Lophiiformes fam. gen. sp.,2001.6,1497.4,504.2,48189.1,48189.1,4.81891,0.207515808,104.6294701,0.12,2.87,0.34,0.071348895,35.97411289,CD,,Fish,Yes,,Males/juveniles
Arthropoda,Leptostraca,Neballidae,Nebalia,sp.,Nebalia sp.,DG5C,2021-10-23,CTA,Deep,D29,4,881,1,DG5C_M10_D29_4_881_Nebalia sp.,2001.6,1497.4,504.2,48189.1,48189.1,4.81891,0.207515808,104.6294701,0.05,1.00,0.05,0.01037579,5.231473507,,ETOH,Crustacea,Yes,VIAL,Lost by FedEx/not IDed by Tammy
Arthropoda,Amphipoda,Mimonectidae,Mimonectidae,gen.sp.,Mimonectidae gen.sp.,DG5C,2021-10-23,CTA,Deep,D29,4,882,2,DG5C_M10_D29_4_882_Mimonectidae gen.sp.,2001.6,1497.4,504.2,48189.1,48189.1,4.81891,0.415031615,209.2589403,0.08,1.00,0.08,0.015771201,7.951839731,,ETOH,Crustacea,YN,SCINT,
Arthropoda,Amphipoda,Scinidae,Scinidae,gen.sp.,Scinidae gen.sp.,DG5C,2021-10-23,CTA,Deep,D29,4,882,3,DG5C_M10_D29_4_882_Scinidae gen.sp.,2001.6,1497.4,504.2,48189.1,48189.1,4.81891,0.622547423,313.8884104,0.02,1.00,0.02,0.004565348,2.301848343,,ETOH,Crustacea,YN,SCINT,
Arthropoda,Amphipoda,Lanceolidae,Lanceolidae,gen.sp.,Lanceolidae gen.sp.,DG5C,2021-10-23,CTA,Deep,D29,4,882,6,DG5C_M10_D29_4_882_Lanceolidae gen.sp.,2001.6,1497.4,504.2,48189.1,48189.1,4.81891,1.245094845,627.7768209,0.44,1.00,0.44,0.090269376,45.51381952,,ETOH,Crustacea,YN,SCINT,
Arthropoda,Decapoda,Penaeoidea,Gennadas,sp.,Gennadas sp.,DG5C,2021-10-23,CTA,Deep,D29,4,883,1,DG5C_M10_D29_4_883_Gennadas sp.,2001.6,1497.4,504.2,48189.1,48189.1,4.81891,0.207515808,104.6294701,0.34,2.00,0.68,0.140472193,70.82607995,,,Crustacea,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Acanthephyra,brevirostris,Acanthephyra brevirostris,DG5C,2021-10-23,CTA,Deep,D29,4,884,1,DG5C_M10_D29_4_884_Acanthephyra brevirostris,2001.6,1497.4,504.2,48189.1,48189.1,4.81891,0.207515808,104.6294701,0.12,1.39,0.17,0.034910293,17.60176996,,,Crustacea,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Hymenodora,sp.,Hymenodora sp.,DG5C,2021-10-23,CTA,Deep,D29,4,884,1,DG5C_M10_D29_4_884_Hymenodora sp.,2001.6,1497.4,504.2,48189.1,48189.1,4.81891,0.207515808,104.6294701,0.19,1.39,0.27,0.055971875,28.2210196,,,Crustacea,Yes,,
Arthropoda,Lophogastrida,Eucopiidae,Eucopia,sp.,Eucopia sp.,DG5C,2021-10-23,CTA,Deep,D29,4,885,1,DG5C_M10_D29_4_885_Eucopia sp.,2001.6,1497.4,504.2,48189.1,48189.1,4.81891,0.207515808,104.6294701,0.05,1.39,0.06,0.013271682,6.691581967,,,Crustacea,Yes,,
Arthropoda,Euphausiacea,Bentheuphausiidae,Bentheuphausia,amblyops,Bentheuphausia amblyops,DG5C,2021-10-23,CTA,Deep,D29,4,887,3,DG5C_M10_D29_4_887_Bentheuphausia amblyops,2001.6,1497.4,504.2,48189.1,48189.1,4.81891,0.622547423,313.8884104,0.35,1.00,0.35,0.072630533,36.62031455,,ETOH,Euphausiid,YN,SCINT,
Arthropoda,Myodocopida,Cypridiinidae,Gigantocypris,sp.,Gigantocypris sp.,DG5C,2021-10-23,CTA,Deep,D29,4,888,6,DG5C_M10_D29_4_888_Gigantocypris sp.,2001.6,1497.4,504.2,48189.1,48189.1,4.81891,1.245094845,627.7768209,0.45,1.00,0.45,0.093382113,47.08326157,,ETOH,Crustacea,YN,SCINT,
Chordata,Alepocephaliformes,Alepocephalidae,Bathylaco,nigricans,Bathylaco nigricans,DG5C,2021-10-23,CTA,Deep,D29,5,890,1,DG5C_M10_D29_5_890_Bathylaco nigricans,1497.4,1,1496.4,64344,64344,6.4344,0.155414646,232.5624767,252.97,1.74,439.61,68.32174059,102236.6526,No,,Fish,Yes,,
Chordata,Myctophiformes,Neoscopelidae,Scopelengys,tristis,Scopelengys tristis,DG5C,2021-10-23,CTA,Deep,D29,5,891,2,DG5C_M10_D29_5_891_Scopelengys tristis,1497.4,1,1496.4,64344,64344,6.4344,0.310829293,465.1249534,16.38,1.74,28.55,4.437650238,6640.499817,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Melamphaidae,gen. sp.,Melamphaidae gen. sp.,DG5C,2021-10-22,CTA,Deep,D29,5,892,1,DG5C_M10_D29_5_892_Melamphaidae gen. sp.,1497.4,1,1496.4,64344,64344,6.4344,0.155414646,232.5624767,0.22,1.94,0.43,0.066314918,99.23364374,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopeloberyx,malayanus,Scopeloberyx malayanus,DG5C,2021-10-23,CTA,Deep,D29,5,892,2,DG5C_M10_D29_5_892_Scopeloberyx malayanus,1497.4,1,1496.4,64344,64344,6.4344,0.310829293,465.1249534,0.38,1.94,0.74,0.11454395,171.4035665,Yes,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Melamphaes,spinifer,Melamphaes spinifer,DG5C,2021-10-23,CTA,Deep,D29,5,892,9,DG5C_M10_D29_5_892_Melamphaes spinifer,1497.4,1,1496.4,64344,64344,6.4344,1.398731816,2093.06229,4.18,1.94,8.11,1.259983448,1885.439231,Maybe,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopelogadus,bispinosus,Scopelogadus bispinosus,DG5C,2021-10-23,CTA,Deep,D29,5,892,1,DG5C_M10_D29_5_892_Scopelogadus bispinosus,1497.4,1,1496.4,64344,64344,6.4344,0.155414646,232.5624767,0.14,1.94,0.27,0.042200403,63.14868238,CD,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Melamphaidae,gen. sp.,Melamphaidae gen. sp.,DG5C,2021-10-23,CTA,Deep,D29,0,894,7,DG5C_M10_D29_0_894_Melamphaidae gen. sp.,0,4201,4201,79664,79664,7.9664,0.8786905,3691.378791,0.33,1.94,0.64,0.080343074,337.5212542,CD,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopeloberyx,malayanus,Scopeloberyx malayanus,DG5C,2021-10-23,CTA,Deep,D29,0,894,3,DG5C_M10_D29_0_894_Scopeloberyx malayanus,0,4201,4201,79664,79664,7.9664,0.376581643,1582.019482,0.74,1.94,1.44,0.180163257,756.8658428,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopelogadus,bispinosus,Scopelogadus bispinosus,DG5C,2021-10-23,CTA,Deep,D29,0,894,9,DG5C_M10_D29_0_894_Scopelogadus bispinosus,0,4201,4201,79664,79664,7.9664,1.129744929,4746.058445,4.18,1.94,8.11,1.017678938,4275.26922,Maybe,,Fish,Yes,,
Chordata,Myctophiformes,Neoscopelidae,Scopelengys,tristis,Scopelengys tristis,DG5C,2021-10-23,CTA,Deep,D29,0,895,2,DG5C_M10_D29_0_895_Scopelengys tristis,0,4201,4201,79664,79664,7.9664,0.251054429,1054.679655,13.63,1.74,23.76,2.982503587,12529.49757,No,,Fish,Yes,,1 is a juvenile
Arthropoda,,,Crustacea,indet.,Crustacea indet.,DG5C,2021-10-23,CTA,Deep,D29,0,897,1,DG5C_M10_D29_0_897_Crustacea indet.,0,4201,4201,79664,79664,7.9664,0.125527214,527.3398273,0.34,1.15,0.39,0.049218598,206.7673308,,,Crustacea,Yes,,
Chordata,Myctophiformes,Myctophidae,Diogenicthys,laternatus,Diogenicthys laternatus,DG5C,2021-10-24,CTA,Deep,D30,1,898,1,DG5C_M10_D30_1_898_Diogenicthys laternatus,4000.3,2998,1002.3,42943.6,42943.6,4.29436,0.23286357,233.3991561,0.14,1.67,0.23,0.05442651,54.55169096,Yes,ETOH 100,Fish,Yes,,
Arthropoda,Myodocopida,Cypridiinidae,Gigantocypris,sp.,Gigantocypris sp.,DG5C,2021-10-24,CTA,Deep,D30,1,899,2,DG5C_M10_D30_1_899_Gigantocypris sp.,4000.3,2998,1002.3,42943.6,42943.6,4.29436,0.46572714,466.7983122,0.25,1.00,0.25,0.058215892,58.34978903,,ETOH,Crustacea,YN,SCINT,
Arthropoda,Amphipoda,Lanceolidae,Lanceolidae,gen.sp.,Lanceolidae gen.sp.,DG5C,2021-10-24,CTA,Deep,D30,1,900,23,DG5C_M10_D30_1_900_Lanceolidae gen.sp.,4000.3,2998,1002.3,42943.6,42943.6,4.29436,5.355862108,5368.18059,0.60,1.00,0.60,0.139718142,140.0394937,,ETOH,Crustacea,YN,SCINT,
Arthropoda,Decapoda,Caridea,Caridea,fam. gen. sp.,Caridea fam. gen. sp.,DG5C,2021-10-24,CTA,Deep,D30,1,901,1,DG5C_M10_D30_1_901_Caridea fam. gen. sp.,4000.3,2998,1002.3,42943.6,42943.6,4.29436,0.23286357,233.3991561,49.24,1.39,68.46,15.94177003,15978.4361,,,Crustacea,Yes,,Lost by FedEx
Arthropoda,Decapoda,Acanthephyridae,Acanthephyra,chacei,Acanthephyra chacei,DG5C,2021-10-24,CTA,Deep,D30,1,901,2,DG5C_M10_D30_1_901_Acanthephyra chacei,4000.3,2998,1002.3,42943.6,42943.6,4.29436,0.46572714,466.7983122,72.80,1.00,72.80,16.95246789,16991.45856,,ETOH,Crustacea,Yes,16,Lost by FedEx
Arthropoda,Decapoda,Acanthephyridae,Hymenodora,sp.,Hymenodora sp.,DG5C,2021-10-24,CTA,Deep,D30,1,901,1,DG5C_M10_D30_1_901_Hymenodora sp.,4000.3,2998,1002.3,42943.6,42943.6,4.29436,0.23286357,233.3991561,1.87,1.39,2.59,0.603805871,605.1946247,,,Crustacea,Yes,,Lost by FedEx
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,acclinidens,Cyclothone acclinidens,DG5C,2021-10-24,CTA,Deep,D30,2,906,1,DG5C_M10_D30_2_906_Cyclothone acclinidens,2998,2000.4,997.6,62745,62745,6.2745,0.159375249,158.9927484,0.14,2.18,0.30,0.048599737,48.48309746,No,,Fish,Yes,,
Arthropoda,Euphausiacea,Bentheuphausiidae,Bentheuphausia,amblyops,Bentheuphausia amblyops,DG5C,2021-10-24,CTA,Deep,D30,2,907,1,DG5C_M10_D30_2_907_Bentheuphausia amblyops,2998,2000.4,997.6,62745,62745,6.2745,0.159375249,158.9927484,0.55,1.00,0.55,0.087656387,87.44601163,,ETOH,Euphausiid,YN,SCINT,
Arthropoda,Decapoda,Caridea,Caridea,fam. gen. sp.,Caridea fam. gen. sp.,DG5C,2021-10-24,CTA,Deep,D30,2,908,1,DG5C_M10_D30_2_908_Caridea fam. gen. sp.,2998,2000.4,997.6,62745,62745,6.2745,0.159375249,158.9927484,2.30,1.00,2.30,0.366563073,365.6833214,,ETOH,Crustacea,Yes,2,Lost by FedEx/not IDed by Tammy
Arthropoda,Myodocopida,Cypridiinidae,Gigantocypris,sp.,Gigantocypris sp.,DG5C,2021-10-24,CTA,Deep,D30,2,910,18,DG5C_M10_D30_2_910_Gigantocypris sp.,2998,2000.4,997.6,62745,62745,6.2745,2.868754482,2861.869472,2.65,1.00,2.65,0.42234441,421.3307833,,ETOH,Crustacea,YN,2,
Arthropoda,Amphipoda,Lanceolidae,Amphipoda,gen.sp.,Amphipoda gen.sp.,DG5C,2021-10-24,CTA,Deep,D30,2,912,4,DG5C_M10_D30_2_912_Amphipoda gen.sp.,2998,2000.4,997.6,62745,62745,6.2745,0.637500996,635.9709937,0.67,1.00,0.67,0.106143916,105.8891705,,ETOH,Crustacea,YN,SCINT,
Arthropoda,Amphipoda,Microphasmidae,Amphipoda,gen.sp.,Amphipoda gen.sp.,DG5C,2021-10-24,CTA,Deep,D30,2,912,1,DG5C_M10_D30_2_912_Amphipoda gen.sp.,2998,2000.4,997.6,62745,62745,6.2745,0.159375249,158.9927484,0.03,1.00,0.03,0.004303132,4.292804208,,ETOH,Crustacea,YN,SCINT,
Arthropoda,Amphipoda,Mimonectidae,Amphipoda,gen.sp.,Amphipoda gen.sp.,DG5C,2021-10-24,CTA,Deep,D30,2,912,2,DG5C_M10_D30_2_912_Amphipoda gen.sp.,2998,2000.4,997.6,62745,62745,6.2745,0.318750498,317.9854969,0.06,1.00,0.06,0.009084389,9.06258666,,ETOH,Crustacea,YN,SCINT,
Arthropoda,Mysida,Mysidae,Boreomysis,sp.,Boreomysis sp.,DG5C,2021-10-24,CTA,Deep,D30,2,913,3,DG5C_M10_D30_2_913_Boreomysis sp.,2998,2000.4,997.6,62745,62745,6.2745,0.478125747,476.9782453,0.30,1.66,0.49,0.078420833,78.23262294,,,Crustacea,Yes,,
Arthropoda,Mysida,,Mysida,fam. gen. sp.,Mysida fam. gen. sp.,DG5C,2021-10-24,CTA,Deep,D30,2,913,1,DG5C_M10_D30_2_913_Mysida fam. gen. sp.,2998,2000.4,997.6,62745,62745,6.2745,0.159375249,158.9927484,0.04,1.44,0.06,0.0100891,10.06488602,,,Crustacea,Yes,,
Arthropoda,Amphipoda,Hyperiidae,Pegohyperia,sp.,Pegohyperia sp.,DG5C,2021-10-24,CTA,Deep,D30,5,915,1,DG5C_M10_D30_5_915_Pegohyperia sp.,1501.9,5.7,1496.2,60372.1,60372.1,6.03721,0.165639426,247.8297094,0.90,1.00,0.90,0.149075484,223.0467385,,ETOH,Crustacea,YN,SCINT,Crazy alien! 
Chordata,Beryciformes,Melamphaidae,Melamphaidae,gen. sp.,Melamphaidae gen. sp.,DG5C,2021-10-24,CTA,Deep,D30,5,916,2,DG5C_M10_D30_5_916_Melamphaidae gen. sp.,1501.9,5.7,1496.2,60372.1,60372.1,6.03721,0.331278852,495.6594188,0.52,1.94,1.01,0.167056614,249.9501059,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopeloberyx,malayanus,Scopeloberyx malayanus,DG5C,2021-10-25,CTA,Deep,D30,5,916,1,DG5C_M10_D30_5_916_Scopeloberyx malayanus,1501.9,5.7,1496.2,60372.1,60372.1,6.03721,0.165639426,247.8297094,0.12,1.94,0.23,0.038551526,57.68079366,Yes,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Melamphaes,spinifer,Melamphaes spinifer,DG5C,2021-10-24,CTA,Deep,D30,5,916,36,DG5C_M10_D30_5_916_Melamphaes spinifer,1501.9,5.7,1496.2,60372.1,60372.1,6.03721,5.963019342,8921.869539,18.67,1.94,36.21,5.997974968,8974.170148,Maybe,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopelogadus,bispinosus,Scopelogadus bispinosus,DG5C,2021-10-24,CTA,Deep,D30,5,916,16,DG5C_M10_D30_5_916_Scopelogadus bispinosus,1501.9,5.7,1496.2,60372.1,60372.1,6.03721,2.650230819,3965.275351,0.83,1.94,1.61,0.266648057,398.9588228,CD,,Fish,Yes,,
Chordata,Myctophiformes,Neoscopelidae,Scopelengys,tristis,Scopelengys tristis,DG5C,2021-10-24,CTA,Deep,D30,5,917,3,DG5C_M10_D30_5_917_Scopelengys tristis,1501.9,5.7,1496.2,60372.1,60372.1,6.03721,0.496918278,743.4891283,15.60,1.74,27.19,4.504385413,6739.461455,No,,Fish,Yes,,
Arthropoda,Decapoda,Caridea,Caridea,fam. gen. sp.,Caridea fam. gen. sp.,DG5C,2021-10-24,CTA,Deep,D30,0,919,1,DG5C_M10_D30_0_919_Caridea fam. gen. sp.,0,4197,4197,5995,5995,0.5995,1.668056714,7000.834028,32.82,1.39,45.62,76.10503675,319412.8393,,,Crustacea,Yes,,Lost by FedEx
Arthropoda,Decapoda,Acanthephyridae,Acanthephyra,tenuipes,Acanthephyra tenuipes,DG5C,2021-10-24,CTA,Deep,D30,0,919,1,DG5C_M10_D30_0_919_Acanthephyra tenuipes,0,4197,4197,5995,5995,0.5995,1.668056714,7000.834028,41.70,1.00,41.70,69.55796497,291934.779,,10% formalin,Crustacea,Yes,16,Lost by FedEx
Chordata,Beryciformes,Melamphaidae,Melamphaidae,gen. sp.,Melamphaidae gen. sp.,DG5C,2021-10-24,CTA,Deep,D30,0,920,1,DG5C_M10_D30_0_920_Melamphaidae gen. sp.,0,4197,4197,5995,5995,0.5995,1.668056714,7000.834028,0.34,1.94,0.66,1.099983937,4616.632585,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopeloberyx,malayanus,Scopeloberyx malayanus,DG5C,2021-10-24,CTA,Deep,D30,0,920,8,DG5C_M10_D30_0_920_Scopeloberyx malayanus,0,4197,4197,5995,5995,0.5995,13.34445371,56006.67223,0.35,1.94,0.68,1.132336406,4752.415896,CD,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopeloberyx,robustus,Scopeloberyx robustus,DG5C,2021-10-24,CTA,Deep,D30,0,920,1,DG5C_M10_D30_0_920_Scopeloberyx robustus,0,4197,4197,5995,5995,0.5995,1.668056714,7000.834028,4.82,1.94,9.35,15.59388994,65447.55606,No,,Fish,Yes,,
